paper_id,material_id,material_formula,category,property_name,value,unit,ea_type,confidence,extraction_method,sentence,page
Article 11.pdf,MAT_3,Li10Ge(PS6)2,STRUCTURAL,Crystal_System,hexagonal,NONE,NONE,0.6,proximity,"Nudged elastic band calculations revealed that the anion arrangement in this Li-ion conductor influences ion mobility139: the body-centred cubic (bcc)-like sulfide framework of LGPS provides a direct pathway between tetrahedral sites, leading to the lowest activation barrier (0.15 eV) compared with other pathways in close-packed anion frameworks, such as hexagonal close-packed (hcp) or fcc.",8
Article 11.pdf,MAT_3,Li10Ge(PS6)2,DFT,NEB,Nudged elastic band,NONE,NONE,0.6,proximity,"Nudged elastic band calculations revealed that the anion arrangement in this Li-ion conductor influences ion mobility139: the body-centred cubic (bcc)-like sulfide framework of LGPS provides a direct pathway between tetrahedral sites, leading to the lowest activation barrier (0.15 eV) compared with other pathways in close-packed anion frameworks, such as hexagonal close-packed (hcp) or fcc.",8
Article 11.pdf,MAT_18,SiO4,ML,R2,4,NONE,NONE,0.6,dependency_parse,"MD simulations153 conducted on Na3ScxZr2–x(SiO4)2–x(PO4)1+x and Na2ScyZr2–y (SiO4)1–y(PO4)2+y (x, y = 0–1) showed that Na-ion diffusion is 3D in these materials and that ionic conductivity decreases with a higher Sc3+ concentration.",8
Article 11.pdf,MAT_18,SiO4,ML,R2,4,NONE,NONE,0.6,dependency_parse,"MD simulations153 conducted on Na3ScxZr2–x(SiO4)2–x(PO4)1+x and Na2ScyZr2–y (SiO4)1–y(PO4)2+y (x, y = 0–1) showed that Na-ion diffusion is 3D in these materials and that ionic conductivity decreases with a higher Sc3+ concentration.",8
Article 11.pdf,MAT_4,Na3Zr2Si2PO12,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,proximity,"DFT calculations, X-ray diffraction, solid-state NMR and electrochemical measurements211 were used to understand the relationship between the electrochemical stability window and redox reactions in argyrodite, garnet and NASICON solid electrolyte materials.",11
Article 11.pdf,MAT_4,Na3Zr2Si2PO12,CHARACTERIZATION,Technique,NMR,NONE,NONE,0.6,proximity,"DFT calculations, X-ray diffraction, solid-state NMR and electrochemical measurements211 were used to understand the relationship between the electrochemical stability window and redox reactions in argyrodite, garnet and NASICON solid electrolyte materials.",11
Article 11.pdf,MAT_36,Li3ClO,ELECTRONIC,DOS_Mentioned,density of states,NONE,NONE,0.6,dependency_parse,"c, Projected density of states of selected grain boundaries in Li3OCl, Li2OHCl, Li3PS4 and Li3InCl6 and their corresponding bandgaps.",12
Article 11.pdf,MAT_36,Li3ClO,ELECTRONIC,PDOS_Mentioned,Projected density of states,NONE,NONE,0.6,dependency_parse,"c, Projected density of states of selected grain boundaries in Li3OCl, Li2OHCl, Li3PS4 and Li3InCl6 and their corresponding bandgaps.",12
Article 11.pdf,MAT_14,Li3Zr2Si2PO12,DFT,NEB,nudged elastic band,NONE,NONE,0.25,dependency_parse,"NASICONs For Li-based NASICONs, nudged elastic band and AIMD calculations have been used to identify diffusion pathways, activation energies and cooperative transport mechanisms in Li1.3Al0.3Ti1.7(PO4)3 (LATP)130, Li1+xAlxGe2−x(PO4)3 (ref. 149) and Li3Zr2Si2PO12 (ref. 150).",8
Article 11.pdf,MAT_14,Li3Zr2Si2PO12,ELECTROCHEMICAL,Migration_Barrier,0.27 eV,eV,unspecified,0.25,proximity,"For example, these methods revealed that Li-ion transport in LATP is dominated by concerted migrations of multiple ions with a low energy barrier of 0.27 eV (ref. 130) (Fig. 4b) and were used to investigate the influence of undercoordinated Li ions on the ionic conductivity of Li3Zr2Si2PO12 (ref. 150).",8
Article 11.pdf,MAT_21,Li3PS4,SYNTHESIS,Method,solid-state,NONE,NONE,0.25,dependency_parse,"(T = 1,000 K) 242 entries SO4 2−-free polyanion chemistry 23 entries NASICON with Na3 stoichiometry 17 entries Remove electrochemically reported compounds Synthesized via solid-state reaction: 8 compounds b Anode/ reductant 6 −6 Higher φ/ Lower μ 5 −5 Li chemical potential μLi (eV) Voltage (V) vs Li/Li+ 4 −4 3 −3 2 −2 1 −1 0 0 LiF LiCl LiI Li2O Li2S Li3N Li3P LGPS Li3.5Ge0.25PS4 Li3PS4 Li6PS5Cl Li7P2S8I LiPON LLZO LLTO LATP LAGP LISICON Higher μ c Phase separation Solid solution Nucleation barrier Gibbs free energy Solid electrolyte Intrinsic intermediate Decomposition products X1 X2 X methods highly complementary to DFT-based assessments.",10
Article 11.pdf,MAT_35,Li3InCl6,DFT,Software,crystal,NONE,NONE,0.25,dependency_parse,"Nevertheless, DFT was used to compute the sur- face energies of several distinct crystal facets of Li3InCl6 and a Li3InCl6- based high-entropy halide, Li2.8In0.2Sc0.2Yb0.2Lu0.2Zr0.2Cl6 (ref. 229) (Fig. 6b).",13
Smart Materials Prediction- Applying Machine Learning to Lithium Solid-State Electrolyte.pdf,MAT_1,C2SI,DFT,Software,Crystal,NONE,NONE,0.75,proximity,"materials Review Smart Materials Prediction: Applying Machine Learning to Lithium Solid-State Electrolyte Qianyu Hu 1 , Kunfeng Chen 1,* , Fei Liu 2, Mengying Zhao 1, Feng Liang 3 and Dongfeng Xue 4,* 1 Institute of Novel Semiconductors, State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China; 202112795@mail.sdu.edu.cn (Q.H.); zmy418@sdu.edu.cn (M.Z.) 2 Wuhan Institute of Marine Electric Propulsion, CSIC, Wuhan 430064, China; liuf.zkdlkrgb@gmail.com 3 State Key Laboratory of Complex Non-Ferrous Metal Resources Clean Application, Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming 650093, China; liangfeng@kust.edu.cn 4 Multiscale Crystal Materials Research Center, Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen 518055, China * Correspondence: kunfeng.chen@sdu.edu.cn (K.C.); df.xue@siat.ac.cn (D.X.)",1
Smart Materials Prediction- Applying Machine Learning to Lithium Solid-State Electrolyte.pdf,MAT_1,C2SI,DFT,Software,Crystal,NONE,NONE,0.75,proximity,"materials Review Smart Materials Prediction: Applying Machine Learning to Lithium Solid-State Electrolyte Qianyu Hu 1 , Kunfeng Chen 1,* , Fei Liu 2, Mengying Zhao 1, Feng Liang 3 and Dongfeng Xue 4,* 1 Institute of Novel Semiconductors, State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China; 202112795@mail.sdu.edu.cn (Q.H.); zmy418@sdu.edu.cn (M.Z.) 2 Wuhan Institute of Marine Electric Propulsion, CSIC, Wuhan 430064, China; liuf.zkdlkrgb@gmail.com 3 State Key Laboratory of Complex Non-Ferrous Metal Resources Clean Application, Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming 650093, China; liangfeng@kust.edu.cn 4 Multiscale Crystal Materials Research Center, Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen 518055, China * Correspondence: kunfeng.chen@sdu.edu.cn (K.C.); df.xue@siat.ac.cn (D.X.)",1
Smart Materials Prediction- Applying Machine Learning to Lithium Solid-State Electrolyte.pdf,MAT_1,C2SI,SYNTHESIS,Method,Solid-State,NONE,NONE,0.75,proximity,"materials Review Smart Materials Prediction: Applying Machine Learning to Lithium Solid-State Electrolyte Qianyu Hu 1 , Kunfeng Chen 1,* , Fei Liu 2, Mengying Zhao 1, Feng Liang 3 and Dongfeng Xue 4,* 1 Institute of Novel Semiconductors, State Key Laboratory of Crystal Materials, Shandong University, Jinan 250100, China; 202112795@mail.sdu.edu.cn (Q.H.); zmy418@sdu.edu.cn (M.Z.) 2 Wuhan Institute of Marine Electric Propulsion, CSIC, Wuhan 430064, China; liuf.zkdlkrgb@gmail.com 3 State Key Laboratory of Complex Non-Ferrous Metal Resources Clean Application, Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming 650093, China; liangfeng@kust.edu.cn 4 Multiscale Crystal Materials Research Center, Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences, Shenzhen 518055, China * Correspondence: kunfeng.chen@sdu.edu.cn (K.C.); df.xue@siat.ac.cn (D.X.)",1
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_4,H2SO,ELECTRONIC,DOS_Mentioned,density of states,NONE,NONE,0.99,dependency_parse,"Figure 2. (a) Calculated total and partial density of states (TDOS, PDOS) of NaTi2(PO4)3.",6
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_4,H2SO,ELECTRONIC,PDOS_Mentioned,PDOS,NONE,NONE,0.99,dependency_parse,"Figure 2. (a) Calculated total and partial density of states (TDOS, PDOS) of NaTi2(PO4)3.",6
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_2,YbCl6,STRUCTURAL,Crystal_System,Trigonal,NONE,NONE,0.85,proximity,Crystal structures of 1 × 1 × 2 supercells of (a) Trigonal phase (b) Orthorhombic phase of Li3 YbCl6.,5
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_2,YbCl6,STRUCTURAL,Crystal_System,Orthorhombic,NONE,NONE,0.85,proximity,Crystal structures of 1 × 1 × 2 supercells of (a) Trigonal phase (b) Orthorhombic phase of Li3 YbCl6.,5
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_2,YbCl6,DFT,Software,Crystal,NONE,NONE,0.85,proximity,Crystal structures of 1 × 1 × 2 supercells of (a) Trigonal phase (b) Orthorhombic phase of Li3 YbCl6.,5
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_8,VI,SYNTHESIS,Method,solid-state,NONE,NONE,0.75,proximity,(b) Mapping the dendro−gram to the conductivity demonstrates the grouping of defined solid-state Li−ion metals rods in groups (V and VI).,13
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_1,Li2HClO,DFT,Software,crystal,NONE,NONE,0.6,proximity,"[93] SSE, has tailored the crystal framework of Li2OHCl, as illustrated in Figure 1c,d.",4
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_3,Li7P3S11,ELECTRONIC,DOS_Mentioned,DOS,NONE,NONE,0.6,proximity,"For example, in list of Li7P3S11-xOx materials [104], alterations in O-doping concentration facilitates to prominent variations in DOS distributions.",6
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_7,SrLi10(PS6)2,ELECTROCHEMICAL,Ionic_Conductivity,12.58 S/cm,S/cm,NONE,0.6,proximity,"By introducing substitution in Li10SrP2S12, has resulted in boosting the bulk modulus (10 GPa) and achieving high ionic conductivity (12.58 S/cm), as displayed in Figure 5d.",12
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_7,SrLi10(PS6)2,MECHANICAL,Bulk_Modulus,10 GPa,GPa,NONE,0.6,proximity,"By introducing substitution in Li10SrP2S12, has resulted in boosting the bulk modulus (10 GPa) and achieving high ionic conductivity (12.58 S/cm), as displayed in Figure 5d.",12
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_9,P(HN)2,ML,Algorithm,Neural Network,NONE,NONE,0.6,proximity,"To study the phase transition of SSE materials, Eickhoff’s group employed the High Dimensional Neural Network Potentials (HDNNP) technique to analyze geometrical properties of (LixMn2O4) spinal system [190]",13
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_10,Li7La3Zr2O12,ML,Algorithm,neural network,NONE,NONE,0.6,proximity,"Recently, Iwasaki employed universal neural network potentials (UNNPs) coupled with MD simulations and explored the interfacial kinetics between the garnet-type SSE Li7La3Zr2O12 (LLZ) and (Li) metal and their ion.",14
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_11,Li4P2O7,DFT,Software,crystal,NONE,NONE,0.6,proximity,"and nodes related to interatomic interactions and atoms of Li4P2O7 crystal structure, respectively.",16
AI-Driven Rational Design of Solid-State Electrolytes .pdf,MAT_6,LiMn2O4,DFT,Hubbard_U,3.9 eV,eV,NONE,0.25,proximity,Han et al. investigated the work function of LiMn2O4 cathode surfaces (with Li-ion concentration from x = 0 to 0.8 range) using (3 × 3 × 1) k-point mesh integrated with the Hubbard U correction (U = 3.9 eV),6
Article 1.pdf,MAT_8,Li10Ge(PS6)2,SYNTHESIS,Method,solid-state,NONE,NONE,0.95,dependency_parse,"10:5260 | https://doi.org/10.1038/s41467-019-13214-1 | www.nature.com/naturecommunications 3 b Li2S fcc γ-Li3PS4 Li4GeS4 hcp Li7P3S11 LGPS bcc 20 40 2θ 60 80 Unsupervised Further verification : learning : clustering into ab initio calculations groups As confirmed by quantitative correlation between the groups and σRT, our unsupervised learning model captured the physical dependence of fast solid-state Li+-diffusion on anion lattice.",3
Article 1.pdf,MAT_16,I,STRUCTURAL,Crystal_System,cubic,NONE,NONE,0.65,dependency_parse,"By analyzing the structural origin of the clustered groups, (Supplementary Note 6), we found the materials in Group I, II, and III correspond to highly symmetrical fcc (face centered cubic), hcp (hexagonal close packed), and bcc anion lattices, respectively.",4
Article 1.pdf,MAT_16,I,STRUCTURAL,Crystal_System,hexagonal,NONE,NONE,0.65,dependency_parse,"By analyzing the structural origin of the clustered groups, (Supplementary Note 6), we found the materials in Group I, II, and III correspond to highly symmetrical fcc (face centered cubic), hcp (hexagonal close packed), and bcc anion lattices, respectively.",4
Article 1.pdf,MAT_1,Li7P3S113,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,dependency_parse,"Although there are several thousands of known lithium-containing compounds, fast Li+ conduction with σRT close to 10−3–10−2 S cm−1, comparable to the level in liquid electrolytes, is a rare property held by only a few solid-state Li-ion conductors (SSLCs), such as lithium thiopho- sphates (e.g., Li7P3S113 and Li10GeP2S124, LGPS), garnet (e.g., Li7Li3Zr2O125, LLZO), NASICON (e.g., Li1.3Al0.3Ti1.7(PO4)36, LATP), perovskite (e.g., Li0.5La0.5TiO37, LLTO), Li3N8, and argyrodite9 (e.g., Li6PS5Cl) (Fig. 1a).",2
Article 1.pdf,MAT_15,VI,SYNTHESIS,Method,solid-state,NONE,NONE,0.5,proximity,b Mapping the dendrogram to the conductivity reveals the grouping of known solid-state Li-ion conductors in group V and VI.,4
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_1,EsS2,ELECTROCHEMICAL,Ionic_Conductivity,0.001 S/cm,S/cm,NONE,0.95,proximity,"Ideal SSEs, also called “superionic” or “fast-ionic” conductors, are electrolytes that exhibit ionic conductivity comparable to those observed in liquid electrolytes and molten solids (> 1 mS/cm).",1
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_2,HI,STRUCTURAL,Space_Group,and,NONE,NONE,0.8,proximity,"[17] gathered a dataset of 1346 entries with compositions, space group, and corresponding σRT, with a subset of 344 compounds whose structures are manually matched with an ICSD ID.",3
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_1,EsS2,SYNTHESIS,Method,Solid-State,NONE,NONE,0.8,proximity,[33] introduced the Dynamic Database of Solid-State Electrolyte (DDSE) to facilitate the exploration of structure-performance relationships and accelerate the discovery of high-performance solid-state electrolytes (SSEs).,3
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_1,EsS2,SYNTHESIS,Method,solid-state,NONE,NONE,0.8,proximity,[33] introduced the Dynamic Database of Solid-State Electrolyte (DDSE) to facilitate the exploration of structure-performance relationships and accelerate the discovery of high-performance solid-state electrolytes (SSEs).,3
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_3,Li5ZrO6,STRUCTURAL,Space_Group,of,NONE,NONE,0.6,dependency_parse,"For example, the σRT of tetragonal Li7Li3Zr2O12 with a space group of I41/acd (no. 142) is two orders of magnitude smaller than that of the same garnet framework of cubic Li7Li3Zr2O12 with Ia-3d (no. 230) (see Figure 1a).",4
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_3,Li5ZrO6,STRUCTURAL,Crystal_System,tetragonal,NONE,NONE,0.6,dependency_parse,"For example, the σRT of tetragonal Li7Li3Zr2O12 with a space group of I41/acd (no. 142) is two orders of magnitude smaller than that of the same garnet framework of cubic Li7Li3Zr2O12 with Ia-3d (no. 230) (see Figure 1a).",4
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_3,Li5ZrO6,STRUCTURAL,Crystal_System,cubic,NONE,NONE,0.6,dependency_parse,"For example, the σRT of tetragonal Li7Li3Zr2O12 with a space group of I41/acd (no. 142) is two orders of magnitude smaller than that of the same garnet framework of cubic Li7Li3Zr2O12 with Ia-3d (no. 230) (see Figure 1a).",4
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_4,Li3PO4,STRUCTURAL,Space_Group,pnm21 (no. 31),NONE,NONE,0.6,dependency_parse,"For example, the unit cell compositions of Li3PO4 could be Li6P2O8 and Li12P4O16 with Z=2 for the space group pnm21 (no. 31) and Z=4 for pnma (no. 62), respectively.",4
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_5,SO3Ne,ML,Algorithm,CGCNN,NONE,NONE,0.6,proximity,- CIF only Default 1.0 Pre-trained Test - full set Test - CIF only Disorder-aware 0.5 PaiNN SO3Net SchNet M3GNet CGCNN MLP RF,8
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_5,SO3Ne,ML,Algorithm,CGCNN,NONE,NONE,0.6,dependency_parse,"To further explore the effects of partial occupancy, which, as explained in Section 3.1, is an important concept in this field, we introduce new implementations of both CGCNN and SO3Net (dis-CGCNN and dis-SO3Net) that take into account partial occupation (disorder).",8
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,MAT_5,SO3Ne,ML,Algorithm,CGCNN,NONE,NONE,0.6,dependency_parse,"To further explore the effects of partial occupancy, which, as explained in Section 3.1, is an important concept in this field, we introduce new implementations of both CGCNN and SO3Net (dis-CGCNN and dis-SO3Net) that take into account partial occupation (disorder).",8
Article 2.pdf,MAT_22,Li2HIO,ELECTROCHEMICAL,Migration_Barrier,0.35 eV,eV,unspecified,0.8,proximity,"Materials with dotted lines have caveats in their extrapolations: (1) Li2HIO was only simulated at 400 K due to melting at higher temperatures; the RT extrapolation assumes a diffusion barrier of 0.35 eV: a typical, if high, Li ion diffusion barrier in fast conducting materials.",5
Article 2.pdf,MAT_21,LiSO3F,ML,Precision,1.00 %,%,NONE,0.75,proximity,"This value is similar to the 90.0% model accuracy predicted via leave-one-out cross-validation in the original model building process.7 Only one material (LiSO3F) was predicted to be a superionic conductor by the ML-based model, and our DFT simulation confirmed the prediction was correct; this gives a model precision of 1.0 on this particular test set.",8
Article 2.pdf,MAT_21,LiSO3F,ML,Recall,1.00 %,%,NONE,0.75,dependency_parse,"Of the three materials that DFT-MD found to be RT superionic conductors (LiSO3F, LiSbO3, Li6Ho(BO3)3), only one was accurately predicted by the ML model; this gives a model recall of 1/3 = 0.333 on the test set.",8
Article 2.pdf,MAT_23,Li5B7S13,ML,Precision,40.00 %,%,NONE,0.65,dependency_parse,"F1 score fast Li ion conducting materials identified (in this work) model precision recall machine learning (logistic regression on 40 1.0 0.33 0.5 Li5B7S13, Li2B2S5, Li3ErCl6, Li2HIO, LiSO3F, Li3InCl6, CsLi2BS3, LiMgB3(H9N)2, examples) Sr2LiCBr3N2 (marginal), LiErSe2 (marginal) random selection 0.14 0.14 0.14 Li6Ho(BO3)3, LiSbO3, LiSO3F Ph.D. student screening 0.25 0.22 0.24 − aHere we provide the performance metrics (precision, recall, F1 score) and list of discovered fast Li ion conducting materials for the three models explored in this work.",9
Article 2.pdf,MAT_27,Sr2LiCBr3N2,ML,Precision,1.00 %,%,NONE,0.65,dependency_parse,"F1 score fast Li ion conducting materials identified (in this work) model precision recall machine learning (logistic regression on 40 1.0 0.33 0.5 Li5B7S13, Li2B2S5, Li3ErCl6, Li2HIO, LiSO3F, Li3InCl6, CsLi2BS3, LiMgB3(H9N)2, examples) Sr2LiCBr3N2 (marginal), LiErSe2 (marginal) random selection 0.14 0.14 0.14 Li6Ho(BO3)3, LiSbO3, LiSO3F Ph.D. student screening 0.25 0.22 0.24 − aHere we provide the performance metrics (precision, recall, F1 score) and list of discovered fast Li ion conducting materials for the three models explored in this work.",9
Article 2.pdf,MAT_23,Li5B7S13,ML,Recall,40.00 %,%,NONE,0.65,dependency_parse,"F1 score fast Li ion conducting materials identified (in this work) model precision recall machine learning (logistic regression on 40 1.0 0.33 0.5 Li5B7S13, Li2B2S5, Li3ErCl6, Li2HIO, LiSO3F, Li3InCl6, CsLi2BS3, LiMgB3(H9N)2, examples) Sr2LiCBr3N2 (marginal), LiErSe2 (marginal) random selection 0.14 0.14 0.14 Li6Ho(BO3)3, LiSbO3, LiSO3F Ph.D. student screening 0.25 0.22 0.24 − aHere we provide the performance metrics (precision, recall, F1 score) and list of discovered fast Li ion conducting materials for the three models explored in this work.",9
Article 2.pdf,MAT_27,Sr2LiCBr3N2,ML,Recall,1.00 %,%,NONE,0.65,dependency_parse,"F1 score fast Li ion conducting materials identified (in this work) model precision recall machine learning (logistic regression on 40 1.0 0.33 0.5 Li5B7S13, Li2B2S5, Li3ErCl6, Li2HIO, LiSO3F, Li3InCl6, CsLi2BS3, LiMgB3(H9N)2, examples) Sr2LiCBr3N2 (marginal), LiErSe2 (marginal) random selection 0.14 0.14 0.14 Li6Ho(BO3)3, LiSbO3, LiSO3F Ph.D. student screening 0.25 0.22 0.24 − aHere we provide the performance metrics (precision, recall, F1 score) and list of discovered fast Li ion conducting materials for the three models explored in this work.",9
Article 2.pdf,MAT_1,Li3Pr2(BO3)3,ML,R2,3,NONE,NONE,0.6,dependency_parse,"Mater. 2019, 31, 342−352 345 model are the following: LiLa2SbO6 (0%), Li6UO6 (7.7%), LiInF4 (0.6%), LiBiF4 (0.2%), Li6Ho(BO3)3 (10.1%), RbLiB4O7 (4%), Li4Be3As3ClO12 (0.3%), Li6TeO6 (6.4%), Li3Pr2(BO3)3 (9.2%), NaLiS (36%), LiSbO3 (2.4%), LiCaGaF6 (0.0%), Li2Te2O5 (15.8%), LiNO3 (8.3%), Ba4Li(SbO4)3 (0.0%), Rb2Li2SiO4 (4.5%), NaLi2PO4 (0.0%), Cs4Li2(Si2O5)3 (0.1%), RbLi(H2N)2 (24.5%), Cs2LiTlF6 (0.0%), and LiSO3F (100%).",4
Article 2.pdf,MAT_23,Li5B7S13,ELECTROCHEMICAL,Ionic_Conductivity,0.074 S/cm,S/cm,NONE,0.6,dependency_parse,"The RT ionic conductivity of Li5B7S13 in particular is predicted to be an exceptional 74 mS/cm, six times higher than the material Li10GeP2S12 (12 mS/cm),4 one of the best known Li-ion conductors.",5
Article 2.pdf,MAT_1,Li3Pr2(BO3)3,ML,R2,3,NONE,NONE,0.6,proximity,no yes 13772 Li3Pr2(BO3)3 ∼0,7
Article 2.pdf,MAT_25,Li3ErCl6,ELECTROCHEMICAL,Ionic_Conductivity,0.0003 S/cm,S/cm,NONE,0.6,dependency_parse,"Li3ErCl6, an Er-substituted analogue to the fast-conducting Li3InCl6, appears to be a promising Li conductor with a predicted RT ionic conductivity of 3 × 10−4 S/cm, although the high atomic mass and low earth abundance of Er makes it a less attractive candidate for battery applications.",7
Article 2.pdf,MAT_27,Sr2LiCBr3N2,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,dependency_parse,Sr2LiCBr3N2 is a solid-state carbodiimide material that was first characterized in 2005;32 RbLi(H2N)2 was originally synthesized in 191833 and subsequently characterized in 2002;34 and LiMgB3(H9N)2 was initially synthesized and studied in 2014 as a candidate solid-state Chem.,7
Article 2.pdf,MAT_28,LiMgB3(H9N)2,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,dependency_parse,Sr2LiCBr3N2 is a solid-state carbodiimide material that was first characterized in 2005;32 RbLi(H2N)2 was originally synthesized in 191833 and subsequently characterized in 2002;34 and LiMgB3(H9N)2 was initially synthesized and studied in 2014 as a candidate solid-state Chem.,7
Article 2.pdf,MAT_6,Li6Ho(BO3)3,DFT,Software,crystal,NONE,NONE,0.6,proximity,It is possible that the model may recognize that experimental efforts on Li6Ho(BO3)3 are likely to yield a poor conductor even though the single crystal conductivity is fast.,9
Article 2.pdf,MAT_33,Li7P3S11,DFT,Software,Crystal,NONE,NONE,0.5,proximity,"Crystal structure of a superionic conductor, Li7P3S11.",10
Article 2.pdf,MAT_11,LiSbO3,DFT,Software,crystal,NONE,NONE,0.5,proximity,The crystal structure of the double lithium antimony (V) oxide LiSbO3.,11
Article 2.pdf,MAT_21,LiSO3F,DFT,Software,crystal,NONE,NONE,0.5,proximity,"The crystal structure of lithium fluorosulphate LiSO3F. Acta Crystallogr., Sect.",11
Article 2.pdf,MAT_29,HIO,ML,Training_Size,10.1021,NONE,NONE,0.25,dependency_parse,"Li6Ho(BO3)3 was first characterized39 in 1977, and exper- imental work from 1982 reported it to have poor RT ionic conductivity.40 If the experimental observation is assumed to reflect the “ground truth” of ionic conductivity, this gives Li6Ho(BO3)3 the interesting distinction of having been accurately predicted to be a poor ion conductor by the ML model (which was trained on experimental data) but DOI: 10.1021/acs.chemmater.8b03272",7
Article 3.pdf,MAT_1,EsS2,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,proximity,The development of next-generation solid-state batteries (SSBs) relies heavily on the discovery of high- performance inorganic solid-state electrolytes (SSEs).,1
Article 3.pdf,MAT_1,EsS2,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,proximity,The development of next-generation solid-state batteries (SSBs) relies heavily on the discovery of high- performance inorganic solid-state electrolytes (SSEs).,1
Article 3.pdf,MAT_1,EsS2,SYNTHESIS,Method,Solid-state,NONE,NONE,0.6,proximity,"Solid-state electrolytes (SSEs) are a key part of SSBs, for which they need to meet: high ionic conductivity, wide electrochemical stable window, stable interfacial properties and other requirements",1
Article 3.pdf,MAT_2,H2S,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,proximity,High-Throughput Screening (HTS) has emerged as a key strategy for accelerating the discovery of solid-state electrolytes by enabling systematic and large-scale evaluation of material properties [29–34].,2
Article 3.pdf,MAT_1,EsS2,DFT,Software,crystal,NONE,NONE,0.6,proximity,ML approach for predicting ionic conductivity 6 involves extracting descriptors from the crystal structure of SSEs and establishing a quantitative relationship between the structural features and intrinsic ionic conductivity.,6
Article 3.pdf,MAT_3,VI,SYNTHESIS,Method,solid-state,NONE,NONE,0.6,proximity,(b) Mapping the dendrogram to the conductivity reveals the grouping of known solid-state Li-ion conductors in group V and VI.,7
Article 3.pdf,MAT_4,LiBiO2,ELECTROCHEMICAL,Migration_Barrier,0.27 eV,eV,unspecified,0.6,dependency_parse,"The model is validated via DFT calcu­ lations on several unseen compounds and experimentally using elec­ trochemical impedance spectroscopy, confirming accurate predictions for known ionic conductors like Li6PS5Cl and identifying promising candidates such as LiBiO2 with a low migration barrier of 0.27 eV.",9
Article 3.pdf,MAT_7,Li7Pm2Ti3O12,ELECTROCHEMICAL,Ionic_Conductivity,0.01121 S/cm,S/cm,NONE,0.6,dependency_parse,"Key results include the discovery of high-performance electrolytes such as Li7Ti3Pm2O12 (GVRH=32.98 GPa, ionic conductivity=11.21 mS/cm), demonstrating the effectiveness of this ML-enhanced approach in rapidly discovering mechanically supe­ rior SSEs.",11
