paper_id,table_number,caption,page,section,headers,rows,material_column
AI-Driven Rational Design of Solid-State Electrolytes .pdf,3,NONE,16,Results,"[""Column"", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials""]","[{""Column"": ""with enhanced functionalities. In present section, we describe the combined role of HTS, AI, DFT approaches to"", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}, {""Column"": ""ensure reliability and improve the accuracy of analyzing SSE materials performance. In this context, Xie et al."", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}, {""Column"": ""used HTS technique by integrating DFT and bond valence method and proposed 329 candidates as promising SSE,"", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}, {""Column"": ""as illustrated in Figure 8a,b [199]. Further, the ionic conductivity with high precision were obtained via feature"", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}, {""Column"": ""extraction from structural parameters using M3GNet model. Also, BV-KMC simulation, as a competent theoretical"", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}, {""Column"": ""simulation tool, provides a more updated approach than conventional DFT simulations for evaluating Li-ion"", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}, {""Column"": ""migration behavior. In detailed analysis, the energy greater than hull (E ) and bandgap (E ), a series of materials H g"", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}, {""Column"": ""with real-world application potential were efficiently recognized."", ""In this scenario, AI, DFT and HTS approaches have become emerging tools to develop novel SSE materials"": """"}]",NONE
AI-Driven Rational Design of Solid-State Electrolytes .pdf,4,NONE,16,Results,"[""Column"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while""]","[{""Column"": ""offering mechanistic understandings. For instance, Qi and its coworkers established the LAsou method, which"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while"": """"}, {""Column"": ""combines ML with active learning algorithms, indicating in approximately a 30-fold proficiency improvement in"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while"": """"}, {""Column"": ""predicting stable geometries of Li GeP S while revealing the physical reinforcements of geometries stability via 10 2 12"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while"": """"}, {""Column"": ""theoretical approaches [200]. Moreover, Sendek and its coworkers gained an outstanding performance prediction"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while"": """"}, {""Column"": ""by utilizing an ML model trained at microscopic level structure features, improve twice the prediction accuracy in"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while"": """"}, {""Column"": ""comparison of traditional approaches Figure 8c [127]. These results facilitate the finding of novel superionic"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while"": """"}, {""Column"": ""conductor materials, including Li B S . 5 7 13"", ""The primary focuses of collaborative approaches (DFT & AI) on moderating the computational costs while"": """"}]",NONE
AI-Driven Rational Design of Solid-State Electrolytes .pdf,5,NONE,16,Results,"[""Column"", ""Furthermore, Chen’s and its groups introduced the synergistic predictive system based on the M3GNet model""]","[{""Column"": ""are illustrated in Figure 8d. Through ML models to predict substantial properties including bandgaps and stability,"", ""Furthermore, Chen’s and its groups introduced the synergistic predictive system based on the M3GNet model"": """"}, {""Column"": ""in combination with HTS and theoretical simulation justification, they markedly pinpointed 589,609 predicted"", ""Furthermore, Chen’s and its groups introduced the synergistic predictive system based on the M3GNet model"": """"}, {""Column"": ""stable materials from a pool of over thirty-two (32) thousand candidates, finally revealing eighteen (18) ideal SSE"", ""Furthermore, Chen’s and its groups introduced the synergistic predictive system based on the M3GNet model"": """"}, {""Column"": ""materials. Fujii [201] and his colleagues have integrated HTS with ML framework to study defect chemistry. By"", ""Furthermore, Chen’s and its groups introduced the synergistic predictive system based on the M3GNet model"": """"}, {""Column"": ""theoretical validation, the complex three-dimensional proton-conducting networks ("", ""Furthermore, Chen’s and its groups introduced the synergistic predictive system based on the M3GNet model"": """"}]",NONE
AI-Driven Rational Design of Solid-State Electrolytes .pdf,1,NONE,17,Results,"[""Column"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the""]","[{""Column"": ""rational design of SSE, boosting discovery far beyond the limits of traditional trial-and-error independently"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""computational approaches. We comprehensively studied the progress achieved in multiple dimensions. The DFT"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""calculations combined with MD simulations offers foundation of demonstrating structural stability, electronic"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""properties and ion transport phenomena [202–204]. Nevertheless, the AI approaches broadly implemented as"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""complementary tools to traditional theoretical approaches, to accelerate the discovery and optimization of SSE."", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""ML models including random forests, SVMs, and ANNs have revealed outstanding proficiency in predicting ionic"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""conductivity, activation energy, and electrochemical stability directly from compositional and structural"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""descriptors, facilitating rapid virtual screening of thousands of candidate materials. DL approaches, especially NNs"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""and DPMD, have linked the gap between quantum mechanical accuracy and classical simulation efficiency,"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""permitting realistic modeling of ion diffusion, interfacial dynamics, and phase transition over experimentally"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""related timescale and system sizes. Additionally, AI-driven HTS frameworks, combined with public databases"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""likes the MP and ICSD, have effectively identified novel superionic conductors, including sulfide, halide, and"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""oxide-based SSE with optimized properties. Digital twin and active learning techniques have demonstrated the"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""optimization of synthesis conditions, defect chemistries, and electrode-electrolyte interfaces, providing"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""unprecedented understandings into structure-property relationships. Collectively, the developments in AI"", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}, {""Column"": ""techniques have stimulated and underscored the optimization and discovery of next-generation SSE."", ""The incorporation of AI with theoretical and experimental approaches has significantly transformed the"": """"}]",NONE
Article 1.pdf,1,NONE,4,Results,"[""Argy"", ""rodite""]",[],NONE
Article 1.pdf,2,NONE,4,Results,"[""Column"", ""Column_2""]",[],NONE
Article 1.pdf,3,NONE,4,Results,"[""Column"", ""Column_2"", ""Column_3""]",[],NONE
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,1,NONE,5,Results,"[""CIF Not available"", ""CIF Not available_2"", ""CIF Not available_3""]","[{""CIF Not available"": ""Close match Available"", ""CIF Not available_2"": """", ""CIF Not available_3"": """"}]",NONE
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,2,NONE,5,Results,"[""Column"", ""Column_2"", ""Column_3"", ""Column_4"", ""Column_5"", ""Column_6"", ""Column_7"", ""Column_8"", ""Column_9"", ""Column_10"", ""Column_11"", ""Column_12"", ""Column_13""]",[],NONE
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,1,NONE,6,Results,"[""Column"", ""Column_2"", ""Column_3"", ""Column_4"", ""Column_5"", ""Column_6"", ""Column_7"", ""Column_8"", ""Column_9"", ""Column_10"", ""Column_11"", ""Column_12"", ""Column_13"", ""Column_14"", ""Column_15"", ""Column_16"", ""Column_17"", ""Column_18"", ""Column_19"", ""Column_20"", ""Column_21"", ""Column_22"", ""Column_23"", ""Column_24"", ""Column_25"", ""Column_26"", ""Column_27"", ""Column_28"", ""Column_29"", ""Column_30"", ""Column_31"", ""Column_32"", ""Column_33"", ""Column_34"", ""Column_35"", ""Column_36"", ""Column_37"", ""Column_38"", ""Column_39"", ""Column_40"", ""Column_41"", ""Column_42"", ""Column_43"", ""Column_44"", ""Column_45"", ""Column_46"", ""Column_47"", ""Column_48""]",[],NONE
OBELiX- A Curated Dataset of Crystal Structures and Experimentally Measured Ionic Conductivities for Lithium Solid-State Electrolytes.pdf,1,NONE,8,Results,"[""Column"", ""Column_2"", ""Column_3"", ""Column_4"", ""Column_5"", ""Column_6"", ""Column_7"", ""Column_8"", ""Column_9"", ""Column_10"", ""Column_11"", ""Column_12"", ""Column_13"", ""Column_14"", ""Column_15"", ""Column_16"", ""Column_17"", ""Column_18"", ""Column_19"", ""Column_20"", ""Column_21"", ""Column_22"", ""Column_23""]","[{""Column"": """", ""Column_2"": """", ""Column_3"": """", ""Column_4"": """", ""Column_5"": """", ""Column_6"": """", ""Column_7"": """", ""Column_8"": """", ""Column_9"": """", ""Column_10"": """", ""Column_11"": """", ""Column_12"": """", ""Column_13"": """", ""Column_14"": """", ""Column_15"": """", ""Column_16"": """", ""Column_17"": """", ""Column_18"": """", ""Column_19"": """", ""Column_20"": ""Median e"", ""Column_21"": ""stima"", ""Column_22"": ""tor (CIF only"", ""Column_23"": "")""}, {""Column"": """", ""Column_2"": """", ""Column_3"": """", ""Column_4"": """", ""Column_5"": """", ""Column_6"": """", ""Column_7"": """", ""Column_8"": """", ""Column_9"": """", ""Column_10"": """", ""Column_11"": """", ""Column_12"": """", ""Column_13"": """", ""Column_14"": """", ""Column_15"": """", ""Column_16"": """", ""Column_17"": """", ""Column_18"": """", ""Column_19"": """", ""Column_20"": ""Median"", ""Column_21"": ""estim"", ""Column_22"": ""ator (full set"", ""Column_23"": "")""}, {""Column"": """", ""Column_2"": ""Evaluation Val. - full"", ""Column_3"": """", ""Column_4"": """", ""Column_5"": """", ""Column_6"": """", ""Column_7"": """", ""Column_8"": """", ""Column_9"": """", ""Column_10"": """", ""Column_11"": """", ""Column_12"": """", ""Column_13"": """", ""Column_14"": """", ""Column_15"": """", ""Column_16"": """", ""Column_17"": """", ""Column_18"": """", ""Column_19"": """", ""Column_20"": """", ""Column_21"": """", ""Column_22"": """", ""Column_23"": """"}, {""Column"": """", ""Column_2"": """", ""Column_3"": ""Evaluation Val. - full"", ""Column_4"": """", ""Column_5"": ""set set"", ""Column_6"": ""Model type Default"", ""Column_7"": """", ""Column_8"": """", ""Column_9"": """", ""Column_10"": """", ""Column_11"": """", ""Column_12"": """", ""Column_13"": """", ""Column_14"": """", ""Column_15"": """", ""Column_16"": """", ""Column_17"": """", ""Column_18"": """", ""Column_19"": """", ""Column_20"": """", ""Column_21"": """", ""Column_22"": """", ""Column_23"": """"}, {""Column"": """", ""Column_2"": ""Val. - CIF Test - full Test - CIF"", ""Column_3"": ""Val. - CIF Test - full Test - CIF"", ""Column_4"": """", ""Column_5"": ""only set only"", ""Column_6"": ""Pre-trained Disorder-a"", ""Column_7"": """", ""Column_8"": """", ""Column_9"": ""ware"", ""Column_10"": """", ""Column_11"": """", ""Column_12"": """", ""Column_13"": """", ""Column_14"": """", ""Column_15"": """", ""Column_16"": """", ""Column_17"": """", ""Column_18"": """", ""Column_19"": """", ""Column_20"": """", ""Column_21"": ""Experi"", ""Column_22"": ""mental error"", ""Column_23"": """"}]",NONE
Article 2.pdf,1,NONE,1,Results,"[""Column""]",[],NONE
Article 2.pdf,2,NONE,1,Results,"[""ABSTRACT: We discover many new crystalline solid materials with fast single crystal Li ion conductivity at room temperature, discovered through density functional theory simulations guided by machine learning-based methods. The discovery of new solid Li superionic conductors is of critical importance to the development of safe all-solid-state Li-ion batteries. With a predictive universal structure−property relationship for fast ion conduction not well understood, the search for new solid Li ion conductors has relied largely on trial-and-error computational and experimental searches over the last several decades. In this work, we perform a guided searchofmaterialsspacewithamachinelearning(ML)-based predictionmodelformaterialselectionanddensityfunctional theory molecular dynamics (DFT-MD) simulations for calculating ionic conductivity. These materials are screened from over 12000experimentallysynthesizedandcharacterizedcandidateswithverydiversestructuresandcompositions.Whencompared to a random search of materials space, we find that the ML-guided search is 2.7 times more likely to identify fast Li ion conductors,withatleasta44timesimprovementinthelog-averageofroomtemperatureLiionconductivity.TheF1scoreof theML-basedmodelis0.50,3.5timesbetterthantheF1scoreexpectedfromcompletelyrandomguesswork.Inahead-to-head competition against six Ph.D. students working in the field, we find that the ML-based model doubles the F1 score of human experts in its ability to identify fast Li-ion conductors from atomistic structure with a 1000-fold increase in speed, clearly demonstratingtheutilityofthismodelfortheresearchcommunity.InadditiontohavinghighpredictedLi-ionconductivity,all materialsreportedherelacktransitionmetalstoenhancestabilityagainstreductionbytheLimetalanodeandarepredictedto exhibit low electronic conduction, high stability against oxidation, and high thermodynamic stability, making them promising candidates for solid-state electrolyte applications on these several essential metrics.""]",[],NONE
Article 2.pdf,1,Table 1. Density Functional Theory Molecular Dynamics Results for Machine Learning-Guided Material Selectiona,6,Results,"[""rofecnedive ledomtcerroc ?noitciderp""]","[{""rofecnedive ledomtcerroc ?noitciderp"": ""detciderp-LM ?cinoirepus""}, {""rofecnedive ledomtcerroc ?noitciderp"": ""TRdetalopartxe )mc/Sm(⟩σ⟨ ii )K(T,)mc/Sm(⟩σ⟨detupmoc ii redaBiLegareva egrahcecnelav )K(T,)sp/2Å(⟩D⟨detupmoc ii alumroflacimehc )####-pm( DIPM""}]",NONE
Article 2.pdf,2,Table 2. Density Functional Theory Molecular Dynamics Results for Random Material Selectiona,7,Results,"[""RandomlyGuidedMaterialSelection"", ""RandomlyGuidedMaterialSelection_2"", ""RandomlyGuidedMaterialSelection_3"", ""RandomlyGuidedMaterialSelection_4""]","[{""RandomlyGuidedMaterialSelection"": ""MPID (mp- ####)"", ""RandomlyGuidedMaterialSelection_2"": ""chemicalformula"", ""RandomlyGuidedMaterialSelection_3"": ""averageLi Bader extrapolated ML- valence computed⟨σ⟩(mS/cm), RT⟨σ⟩ predicted computed⟨D⟩(Å2/ps),T(K) charge T( i K i ) (mS/cm ii ) superionic? ii"", ""RandomlyGuidedMaterialSelection_4"": ""evidencefor correctmodel prediction?""}]",NONE
Article 7.pdf,1,NONE,5,Results,"[""Column"", ""Column_2""]",[],NONE
Machine_Learning_Paradigm_for_Advanced_Battery_Ele.pdf,1,NONE,1,Results,"[""Column"", ""Column_2"", ""Column_3"", ""Column_4""]",[],NONE
Article 8 2.pdf,1,NONE,8,Results,"[""MP"", ""WBM"", ""SWCBM"", ""CAMD""]",[],NONE
Article 8 2.pdf,1,NONE,9,Results,"[""Column""]","[{""Column"": ""Classification""}]",NONE
Article 8 2.pdf,1,NONE,11,Results,"[""LGBM""]","[{""LGBM"": ""CGCNN""}, {""LGBM"": ""MEGNet""}, {""LGBM"": ""MPNN""}, {""LGBM"": ""SchNet""}]",NONE
Article 8 2.pdf,2,NONE,11,Results,"[""Formation energy (< 0.0 eV/atom)"", ""Formation energy (< 0.0 eV/atom)_2"", ""Formation energy (< 0.0 eV/atom)_3"", ""Formation energy (< 0.0 eV/atom)_4"", ""Formation energy (< 0.0 eV/atom)_5""]","[{""Formation energy (< 0.0 eV/atom)"": ""Band gap (>0 .1 eV)"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": """"}, {""Formation energy (< 0.0 eV/atom)"": """", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""979""}, {""Formation energy (< 0.0 eV/atom)"": ""G > 8.5 GPa, K /G > 1.75 VRH VRH VRH"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""758""}, {""Formation energy (< 0.0 eV/atom)"": ""Optimization"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""758""}, {""Formation energy (< 0.0 eV/atom)"": ""Classify fast-ion conductor (≥10-4 S/cm)"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""29""}, {""Formation energy (< 0.0 eV/atom)"": ""AIMD simulation"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""10""}]",NONE
Article 8 2.pdf,3,NONE,11,Results,"[""1"", ""1_2""]",[],NONE
Article 8 2.pdf,4,NONE,11,Results,"[""Column"", ""Column_2""]","[{""Column"": """", ""Column_2"": ""3""}]",NONE
Article 8 2.pdf,5,NONE,11,Results,"[""Column"", ""Column_2""]",[],NONE
Article 8 2.pdf,6,NONE,11,Results,"[""Column"", ""Column_2""]",[],NONE
Article 8 2.pdf,7,NONE,11,Results,"[""589,609""]","[{""589,609"": ""197,744""}]",NONE
Article 8 2.pdf,8,NONE,11,Results,"[""583""]","[{""583"": ""147""}, {""583"": ""74""}]",NONE
Article 8 2.pdf,9,NONE,11,Results,"[""Column"", ""0""]",[],NONE
Article 8 2.pdf,1,NONE,13,Results,"[""Energy and force evaluation Neural network potential Interface to common first-principles and force field packages VASP Gaussian LAMMPS ..."", ""PES sampling of aperiodic and periodic systems Local Global Transition minima minima states Reaction Solid phase pathway transition Lowest energy pathway for multistep reactions Monte Molecular Carlo dynamics""]",[],NONE
Article 8 2.pdf,2,NONE,13,Results,"[""Reaction pathway"", ""Reaction pathway_2""]","[{""Reaction pathway"": ""Lowest energy pathway for multistep reactions"", ""Reaction pathway_2"": """"}, {""Reaction pathway"": ""Monte Carlo"", ""Reaction pathway_2"": ""Molecular dynamics""}]",NONE
Article 8 2.pdf,3,NONE,13,Results,"[""VASP""]","[{""VASP"": ""Gaussian""}, {""VASP"": ""LAMMPS""}]",NONE
Article 8 2.pdf,1,NONE,15,Results,"[""Feature 0–15"", ""Feature 16–199"", ""Label""]",[],NONE
Article 8 2.pdf,2,NONE,15,Results,"[""Column"", ""Column_2"", ""Column_3""]",[],NONE
Article 8 2.pdf,3,NONE,15,Results,"[""Li+ Li+ Li+"", ""Li+ Li+ Li+_2"", ""Li+ Li+ Li+_3"", ""Li+ Li+ Li+_4"", ""Li+ Li+ Li+_5""]",[],NONE
Article 8 2.pdf,1,NONE,17,Results,"[""Accurate"", ""Candidate""]",[],NONE
Article 8.pdf,1,NONE,8,Results,"[""MP"", ""WBM"", ""SWCBM"", ""CAMD""]",[],NONE
Article 8.pdf,1,NONE,9,Results,"[""Column""]","[{""Column"": ""Classification""}]",NONE
Article 8.pdf,1,NONE,11,Results,"[""LGBM""]","[{""LGBM"": ""CGCNN""}, {""LGBM"": ""MEGNet""}, {""LGBM"": ""MPNN""}, {""LGBM"": ""SchNet""}]",NONE
Article 8.pdf,2,NONE,11,Results,"[""Formation energy (< 0.0 eV/atom)"", ""Formation energy (< 0.0 eV/atom)_2"", ""Formation energy (< 0.0 eV/atom)_3"", ""Formation energy (< 0.0 eV/atom)_4"", ""Formation energy (< 0.0 eV/atom)_5""]","[{""Formation energy (< 0.0 eV/atom)"": ""Band gap (>0 .1 eV)"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": """"}, {""Formation energy (< 0.0 eV/atom)"": """", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""979""}, {""Formation energy (< 0.0 eV/atom)"": ""G > 8.5 GPa, K /G > 1.75 VRH VRH VRH"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""758""}, {""Formation energy (< 0.0 eV/atom)"": ""Optimization"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""758""}, {""Formation energy (< 0.0 eV/atom)"": ""Classify fast-ion conductor (≥10-4 S/cm)"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""29""}, {""Formation energy (< 0.0 eV/atom)"": ""AIMD simulation"", ""Formation energy (< 0.0 eV/atom)_2"": """", ""Formation energy (< 0.0 eV/atom)_3"": """", ""Formation energy (< 0.0 eV/atom)_4"": """", ""Formation energy (< 0.0 eV/atom)_5"": ""10""}]",NONE
Article 8.pdf,3,NONE,11,Results,"[""1"", ""1_2""]",[],NONE
Article 8.pdf,4,NONE,11,Results,"[""Column"", ""Column_2""]","[{""Column"": """", ""Column_2"": ""3""}]",NONE
Article 8.pdf,5,NONE,11,Results,"[""Column"", ""Column_2""]",[],NONE
Article 8.pdf,6,NONE,11,Results,"[""Column"", ""Column_2""]",[],NONE
Article 8.pdf,7,NONE,11,Results,"[""589,609""]","[{""589,609"": ""197,744""}]",NONE
Article 8.pdf,8,NONE,11,Results,"[""583""]","[{""583"": ""147""}, {""583"": ""74""}]",NONE
Article 8.pdf,9,NONE,11,Results,"[""Column"", ""0""]",[],NONE
Article 8.pdf,1,NONE,13,Results,"[""Energy and force evaluation Neural network potential Interface to common first-principles and force field packages VASP Gaussian LAMMPS ..."", ""PES sampling of aperiodic and periodic systems Local Global Transition minima minima states Reaction Solid phase pathway transition Lowest energy pathway for multistep reactions Monte Molecular Carlo dynamics""]",[],NONE
Article 8.pdf,2,NONE,13,Results,"[""Reaction pathway"", ""Reaction pathway_2""]","[{""Reaction pathway"": ""Lowest energy pathway for multistep reactions"", ""Reaction pathway_2"": """"}, {""Reaction pathway"": ""Monte Carlo"", ""Reaction pathway_2"": ""Molecular dynamics""}]",NONE
Article 8.pdf,3,NONE,13,Results,"[""VASP""]","[{""VASP"": ""Gaussian""}, {""VASP"": ""LAMMPS""}]",NONE
Article 8.pdf,1,NONE,15,Results,"[""Feature 0–15"", ""Feature 16–199"", ""Label""]",[],NONE
Article 8.pdf,2,NONE,15,Results,"[""Column"", ""Column_2"", ""Column_3""]",[],NONE
Article 8.pdf,3,NONE,15,Results,"[""Li+ Li+ Li+"", ""Li+ Li+ Li+_2"", ""Li+ Li+ Li+_3"", ""Li+ Li+ Li+_4"", ""Li+ Li+ Li+_5""]",[],NONE
Article 8.pdf,1,NONE,17,Results,"[""Accurate"", ""Candidate""]",[],NONE
Article 9.pdf,1,NONE,1,Results,"[""Column"", ""Published on 16 January 20"", ""26""]","[{""Column"": ""P"", ""Published on 16 January 20"": ""APER"", ""26"": """"}, {""Column"": """", ""Published on 16 January 20"": ""Licensed under CC-BY-NC"", ""26"": ""4.0""}]",NONE
Article 9.pdf,2,NONE,1,Results,"[""Column""]","[{""Column"": ""Broadercontext Thetransitiontorenewableenergynecessitatesthedevelopmentofsafe,high-energy-density,andsustainableenergystoragesystems.All-solid-statesodium batteries(ASSSBs)representapromisingalternativetoconventionallithium-basedtechnologies,owingtotheabundanceofsodiumandenhancedsafety. However,thewidespreadadoptionofASSSBsishinderedbythelimitationsofexistingsolid-stateelectrolytes,particularlyintermsofionicconductivity,phase stability,andinterfacialcompatibility.NASICON-typeelectrolytes,whileadvantageous,sufferfrominherentissuessuchasimpurityformationandrestricted Na+transportpathways.Thisworkintroducesamachinelearning-acceleratedstrategytodesignentropy-stabilizedmulti-cationNASICONmaterials,effectively addressingthesechallenges.Bycombiningcomputationalintelligencewithadvancedsynthesisandcharacterization,wedemonstrateanovelelectrolytewith exceptionalionicconductivityandunprecedentedcyclingstability.Ourapproachnotonlyadvancesthefundamentalunderstandingofentropyregulationin ion-conductingmaterialsbutalsoprovidesascalablepathwaytowardnext-generation,high-performancesolid-statebatteries,withimplicationsextendingto Li+,K+,andmultivalent-ionsystems.""}]",NONE
Machine Learning-Assisted Crystal Structure Prediction of SolidState Electrolytes Reveals Superior Ionic Conductivity in Metastable Edge-Sharing Phases.pdf,1,NONE,1,Results,"[""Column""]",[],NONE
Article 7 2.pdf,1,NONE,5,Results,"[""Column"", ""Column_2""]",[],NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,1,NONE,3,Results,"[""Column"", ""Column_2"", ""Column_3"", ""Column_4"", ""Column_5"", ""153k: Materials Project crystal structures""]","[{""Column"": """", ""Column_2"": """", ""Column_3"": """", ""Column_4"": """", ""Column_5"": """", ""153k: Materials Project crystal structures"": ""21.7k: Li-containing structures""}, {""Column"": ""Li mobility 1.3k: passing stability, band-gap data and constituents selection"", ""Column_2"": """", ""Column_3"": """", ""Column_4"": """", ""Column_5"": """", ""153k: Materials Project crystal structures"": """"}]",NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,1,NONE,5,Results,"[""FV (disconnected) Ξ""]","[{""FV (disconnected) Ξ"": ""0.5 ].u.a[ )esab erocS ,DMIA( 0.0 ).partxe ].u.a[ 0.5 erocS ,DMIA( 0.0 )latnemirepxe( ].u.a[ 0.5 erocS 0.0 0.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 4.""}]",NONE
Predicting ionic conductivity in solids from the machine-learned potential energy landscape.pdf,2,NONE,5,Results,"[""Column"", ""Column_2"", ""Column_3"", ""Column_4"", ""Column_5"", ""Column_6"", ""Column_7"", ""Column_8"", ""Column_9"", ""Column_10""]",[],NONE
